Gene stable ID	Gene name	NCBI gene ID
ENSRNOG00000058692	Slc26a4	5172
ENSRNOG00000020618	AC099450.1	23521
ENSRNOG00000050206	Shank2	22941
ENSRNOG00000008416	Gimap5	55340
ENSRNOG00000008416	Gimap5	100527949
ENSRNOG00000048178	Olr662	219428
ENSRNOG00000026793	Nt5dc3	51559
ENSRNOG00000025094	Gpr183	1880
ENSRNOG00000025909	Uqcc2	84300
ENSRNOG00000006143	Ngly1	55768
ENSRNOG00000007923	Cgref1	10669
ENSRNOG00000007984	Amer1	139285
ENSRNOG00000004310	Caskin2	57513
ENSRNOG00000034227	Olr1513	26189
ENSRNOG00000034227	Olr1513	8383
ENSRNOG00000017427	LOC100909840	5217
ENSRNOG00000047851	Vom1r71	317705
ENSRNOG00000056524	Abcd1	215
ENSRNOG00000008694	Miox	55586
ENSRNOG00000033685	Elane	1991
ENSRNOG00000008059	Rnf17	56163
ENSRNOG00000020425	Stim1	6786
ENSRNOG00000056021	Slc14a2	8170
ENSRNOG00000021166	Ecm1	1893
ENSRNOG00000039985	Ube2a	7319
ENSRNOG00000028501	Zc3h18	124245
ENSRNOG00000028377	Mpl	4352
ENSRNOG00000000488	Hmga1	3159
ENSRNOG00000055319	Mrfap1	93621
ENSRNOG00000055319	Mrfap1	114932
ENSRNOG00000015222	Tent5c	54855
ENSRNOG00000017201	Cd2bp2	10421
ENSRNOG00000037718	Cfap52	146845
ENSRNOG00000019246	Psme2	5721
ENSRNOG00000049392	Sowahd	347454
ENSRNOG00000046609	Olr25	127066
ENSRNOG00000016034	Cnot9	9125
ENSRNOG00000053402	Gabrq	55879
ENSRNOG00000015733	Myl12b	103910
ENSRNOG00000023016	Magea9	4109
ENSRNOG00000016671	Dtna	1837
ENSRNOG00000010552	Lamtor3	8649
ENSRNOG00000054697	Olr16	388761
ENSRNOG00000014502	Triml1	339976
ENSRNOG00000010205	Mturn	222166
ENSRNOG00000015850	Rbp7	116362
ENSRNOG00000050997	Ifrd1	3475
ENSRNOG00000029233	Olr30	127066
ENSRNOG00000014706	Dbx1	120237
ENSRNOG00000008106	Shmt2	6472
ENSRNOG00000008943	Penk	5179
ENSRNOG00000007359	Gca	25801
ENSRNOG00000050090	Slc6a17	388662
ENSRNOG00000047258	Prss55	203074
ENSRNOG00000011341	Rictor	253260
ENSRNOG00000009593	Dtwd1	56986
ENSRNOG00000001032	Ccz1b	221960
ENSRNOG00000029893	Rwdd3	25950
ENSRNOG00000006513	Borcs6	54785
ENSRNOG00000048309	Uqcc1	55245
ENSRNOG00000015597	LOC100125364	387263
ENSRNOG00000005711	Ptprd	5789
ENSRNOG00000046323	LOC100361739	85289
ENSRNOG00000050625	LOC100911217	149685
ENSRNOG00000043141	Ap3s2	10239
ENSRNOG00000030124	Ptpn11	5781
ENSRNOG00000030183	Plod2	5352
ENSRNOG00000047306	Stap2	55620
ENSRNOG00000014160	Tcp1	6950
ENSRNOG00000051531	Ctu2	348180
ENSRNOG00000060379	Foxred1	55572
ENSRNOG00000019846	Muc5b	727897
ENSRNOG00000010873	Pithd1	57095
ENSRNOG00000019511	Mrps18a	55168
ENSRNOG00000019014	Ndst1	3340
ENSRNOG00000000759	Olr1730	81696
ENSRNOG00000010617	Scube1	80274
ENSRNOG00000011332	Clspn	63967
ENSRNOG00000032048	Zfp462	58499
ENSRNOG00000032328	Diras2	54769
ENSRNOG00000025034	RGD1304567	339448
ENSRNOG00000039560	LOC103690116	4958
ENSRNOG00000022982	Gal3st2	64090
ENSRNOG00000033619	Apof	319
ENSRNOG00000005291	Slc38a1	81539
ENSRNOG00000012872	Carnmt1	138199
ENSRNOG00000047879	Olr663	81309
ENSRNOG00000046420	AABR07006458.1	23230
ENSRNOG00000032561	Slc52a2	79581
ENSRNOG00000018378	Cacnb2	783
ENSRNOG00000038165	Pjvk	494513
ENSRNOG00000046971	Ccer2	643669
ENSRNOG00000049332	Olr483	219417
ENSRNOG00000050806	Spty2d1	144108
ENSRNOG00000001182	Ndufv3	4731
ENSRNOG00000016659	Habp2	3026
ENSRNOG00000016591	Utp15	84135
ENSRNOG00000003905	Nsf	4905
ENSRNOG00000032973	Il13ra2	3598
ENSRNOG00000015089	Mcoln2	255231
ENSRNOG00000009955	Plch1	23007
ENSRNOG00000009605	Tfe3	7030
ENSRNOG00000001544	Cyyr1	116159
ENSRNOG00000057173	Lipn	643418
ENSRNOG00000058790	Fam120b	84498
ENSRNOG00000056332	Miga1	374986
ENSRNOG00000002302	Corin	10699
ENSRNOG00000018775	Cystm1	84418
ENSRNOG00000006237	Gpr37l1	9283
ENSRNOG00000000303	Cep57l1	285753
ENSRNOG00000009673	Dhrs13	147015
ENSRNOG00000028448	Elovl1	64834
ENSRNOG00000003973	Cyb5r1	51706
ENSRNOG00000007371	Rbmx2	51634
ENSRNOG00000009533	Erich3	127254
ENSRNOG00000012434	Zfp598	90850
ENSRNOG00000055471	Ywhah	7533
ENSRNOG00000019141	Ch25h	9023
ENSRNOG00000015250	Mettl14	57721
ENSRNOG00000029185	Rasa1	5921
ENSRNOG00000008880	Nrk	203447
ENSRNOG00000013583	Tbc1d8	11138
ENSRNOG00000003328	Cdip1	29965
ENSRNOG00000037196	Spag17	200162
ENSRNOG00000057628	Slc5a6	8884
ENSRNOG00000021478	Tpd52l1	7164
ENSRNOG00000018109	Clic4	25932
ENSRNOG00000045888	RGD1562667	10871
ENSRNOG00000004709	Foxn3	1112
ENSRNOG00000003064	Bst1	683
ENSRNOG00000001762	Pcyt1a	5130
ENSRNOG00000008351	RGD1308117	541565
ENSRNOG00000012611	Lpxn	9404
ENSRNOG00000008937	Csrp1	1465
ENSRNOG00000010489	Samd4a	23034
ENSRNOG00000025570	Os9	10956
ENSRNOG00000003794	Nmral1	57407
ENSRNOG00000032660	Adgrl2	23266
ENSRNOG00000029799	Tomm34	10953
ENSRNOG00000013017	Arnt2	9915
ENSRNOG00000054879	Zic2	7546
ENSRNOG00000011026	Irf2bpl	64207
ENSRNOG00000009149	Jam3	83700
ENSRNOG00000018433	Hps6	79803
ENSRNOG00000004964	Erbb3	2065
ENSRNOG00000005191	Trim44	54765
ENSRNOG00000019832	Bbs1	582
ENSRNOG00000027942	Eps8l1	54869
ENSRNOG00000023786	Ybx1	4904
ENSRNOG00000003029	Calr	811
ENSRNOG00000010914	Pigh	5283
ENSRNOG00000005512	Ndufa4	4697
ENSRNOG00000027938	Jcad	57608
ENSRNOG00000019848	Rbm39	9584
ENSRNOG00000011167	Wdhd1	11169
ENSRNOG00000021866	Bola3	388962
ENSRNOG00000007493	Xrcc2	7516
ENSRNOG00000039933	AABR07069371.2	155054
ENSRNOG00000054495	Cldn2	9075
ENSRNOG00000056675	LOC100911507	3933
ENSRNOG00000054251	Clec7a	64581
ENSRNOG00000004932	Sel1l3	23231
ENSRNOG00000019864	C1qtnf12	388581
ENSRNOG00000047151	AABR07061383.1	6230
ENSRNOG00000016690	Idi1	3422
ENSRNOG00000020434	Ascl2	430
ENSRNOG00000017090	RGD1308706	388272
ENSRNOG00000003326	Rrn3	54700
ENSRNOG00000006901	Cd320	51293
ENSRNOG00000000572	Chst3	9469
ENSRNOG00000025596	Ago4	192670
ENSRNOG00000060356	Kif15	56992
ENSRNOG00000006721	AABR07049064.1	54875
ENSRNOG00000052357	Fosl2	2355
ENSRNOG00000011329	Pkm	5315
ENSRNOG00000050201	LOC108348052	3177
ENSRNOG00000006137	Arid1a	8289
ENSRNOG00000016748	Poll	27343
ENSRNOG00000023393	Nup214	8021
ENSRNOG00000057756	Osbpl2	9885
ENSRNOG00000019474	Rsph9	221421
ENSRNOG00000053812	LOC103689947	8991
ENSRNOG00000045886	Olr1439	391191
ENSRNOG00000042497	Mymx	101929726
ENSRNOG00000037198	Usp18	373856
ENSRNOG00000046589	Olr1568	391190
ENSRNOG00000046589	Olr1568	81466
ENSRNOG00000046589	Olr1568	26246
ENSRNOG00000046589	Olr1568	391192
ENSRNOG00000012924	Nemp2	100131211
ENSRNOG00000014614	Cxxc1	30827
ENSRNOG00000048130	LOC100911725	5210
ENSRNOG00000000664	Tpst2	8459
ENSRNOG00000015150	Spg7	6687
ENSRNOG00000015300	Spsb3	90864
ENSRNOG00000017206	Igfbp5	3488
ENSRNOG00000024707	Tp73	7161
ENSRNOG00000005138	Pip4k2c	79837
ENSRNOG00000020872	Cd5	921
ENSRNOG00000061596	Olr528	390151
ENSRNOG00000061596	Olr528	390152
ENSRNOG00000061596	Olr528	219469
ENSRNOG00000058375	Adig	149685
ENSRNOG00000009960	Puf60	22827
ENSRNOG00000042918	RGD1304770	91749
ENSRNOG00000003802	Pttg1	10744
ENSRNOG00000003802	Pttg1	9232
ENSRNOG00000038697	AABR07003616.1	342933
ENSRNOG00000038697	AABR07003616.1	649137
ENSRNOG00000038697	AABR07003616.1	79149
ENSRNOG00000029360	Serinc1	57515
ENSRNOG00000017410	Loxhd1	125336
ENSRNOG00000001072	Cers4	79603
ENSRNOG00000000798	Gnl1	2794
ENSRNOG00000052145	AABR07049134.3	3451
ENSRNOG00000052145	AABR07049134.3	3448
ENSRNOG00000052145	AABR07049134.3	3444
ENSRNOG00000052145	AABR07049134.3	3449
ENSRNOG00000052145	AABR07049134.3	3446
ENSRNOG00000052145	AABR07049134.3	3442
ENSRNOG00000052145	AABR07049134.3	3443
ENSRNOG00000052145	AABR07049134.3	3447
ENSRNOG00000052145	AABR07049134.3	3440
ENSRNOG00000052145	AABR07049134.3	3445
ENSRNOG00000052145	AABR07049134.3	3439
ENSRNOG00000004940	Rnf215	200312
ENSRNOG00000009852	Olr519	390154
ENSRNOG00000009852	Olr519	390155
ENSRNOG00000048191	RGD1565462	12
ENSRNOG00000006877	Efnb1	1947
ENSRNOG00000010549	Tspo	706
ENSRNOG00000019425	Gabarapl2	11345
ENSRNOG00000002585	Cul4b	8450
ENSRNOG00000046942	Olr765	26682
ENSRNOG00000046942	Olr765	79501
ENSRNOG00000002117	Barhl2	343472
ENSRNOG00000014602	Mtfmt	123263
ENSRNOG00000012975	Ggcx	2677
ENSRNOG00000019840	Mdp1	145553
ENSRNOG00000047719	LOC103689927	64777
ENSRNOG00000002828	Tob1	10140
ENSRNOG00000036958	LOC102556447	54848
ENSRNOG00000050888	LOC691320	11283
ENSRNOG00000052990	Cers5	91012
ENSRNOG00000053691	Lama5	3911
ENSRNOG00000020246	Myl9	10398
ENSRNOG00000027037	Alox12	239
ENSRNOG00000016698	Rnmt	8731
ENSRNOG00000020132	Ttll10	254173
ENSRNOG00000011624	Kcnq2	3785
ENSRNOG00000040166	Ankrd34b	340120
ENSRNOG00000016740	Fam210a	125228
ENSRNOG00000016204	Lrrc24	441381
ENSRNOG00000060288	LOC100365062	3646
ENSRNOG00000015380	Jup	3728
ENSRNOG00000014844	Kif21a	55605
ENSRNOG00000012146	Pomt2	29954
ENSRNOG00000008313	Hoxb3	3213
ENSRNOG00000046991	RGD1565472	55654
ENSRNOG00000012653	Ppp1r13b	23368
ENSRNOG00000054139	LOC100911132	5859
ENSRNOG00000058111	Itga2	3673
ENSRNOG00000002407	Pdxdc1	23042
ENSRNOG00000002407	Pdxdc1	102724985
ENSRNOG00000000395	Kif1bp	26128
ENSRNOG00000048523	LOC100360117	6132
ENSRNOG00000037190	Cd101	9398
ENSRNOG00000016631	Zfp276	92822
ENSRNOG00000050761	Serpina10	51156
ENSRNOG00000007338	Fbln2	2199
ENSRNOG00000017674	Ctcf	10664
ENSRNOG00000010652	Dock6	57572
ENSRNOG00000010902	Eloa	6924
ENSRNOG00000015773	Il21r	50615
ENSRNOG00000005468	Rbm28	55131
ENSRNOG00000046449	LOC100912228	4852
ENSRNOG00000020518	Fam189b	10712
ENSRNOG00000015308	Pbk	55872
ENSRNOG00000005504	Pkp4	8502
ENSRNOG00000038308	AABR07064998.2	10200
ENSRNOG00000029649	Prss45	377047
ENSRNOG00000024364	Enkd1	84080
ENSRNOG00000010893	Hes3	390992
ENSRNOG00000017188	Cyp27a1	1593
ENSRNOG00000009968	Ercc8	1161
ENSRNOG00000004085	Tcaim	285343
ENSRNOG00000008594	Tex47	219557
ENSRNOG00000008091	Gins1	9837
ENSRNOG00000031126	Tecta	7007
ENSRNOG00000024028	Sprr1a	6706
ENSRNOG00000016963	Trip12	9320
ENSRNOG00000012892	Abca4	24
ENSRNOG00000005710	Rbm7	10179
ENSRNOG00000034110	Krtap4-3	85290
ENSRNOG00000002826	Hsd17b7	51478
ENSRNOG00000002314	LOC103689943	9665
ENSRNOG00000004124	Grpr	2925
ENSRNOG00000018783	Bcas2	10286
ENSRNOG00000018724	Zfp474	100505841
ENSRNOG00000045634	Olr513	219473
ENSRNOG00000039544	Kcnd1	3750
ENSRNOG00000015279	Vtcn1	79679
ENSRNOG00000055305	Parvb	29780
ENSRNOG00000031955	Calml3	810
ENSRNOG00000061636	Ka11	3868
ENSRNOG00000049020	Tceal6	158931
ENSRNOG00000049020	Tceal6	340543
ENSRNOG00000049020	Tceal6	85012
ENSRNOG00000016989	Dolk	22845
ENSRNOG00000014476	Evl	51466
ENSRNOG00000008761	Ncs1	23413
ENSRNOG00000007545	Angptl4	51129
ENSRNOG00000023708	Tmem176a	55365
ENSRNOG00000001352	Hectd4	283450
ENSRNOG00000002217	LOC100910270	51316
ENSRNOG00000031249	Slco1a2	6579
ENSRNOG00000048831	Sowahc	65124
ENSRNOG00000021614	Kmt2e	55904
ENSRNOG00000011927	Sdc3	9672
ENSRNOG00000017881	Tas2r126	259287
ENSRNOG00000020723	Pten	5728
ENSRNOG00000019616	Prss8	5652
ENSRNOG00000006579	Reg3g	5968
ENSRNOG00000015851	LOC103690139	9027
ENSRNOG00000015851	LOC103690139	51471
ENSRNOG00000019935	Armc5	79798
ENSRNOG00000011340	Ankrd13c	81573
ENSRNOG00000007405	Krba1	84626
ENSRNOG00000011020	Eif3l	51386
ENSRNOG00000019494	Psmb10	5699
ENSRNOG00000001484	Castor2	729438
ENSRNOG00000002593	Esrrg	2104
ENSRNOG00000017977	Smpd1	6609
ENSRNOG00000048315	Eif2ak2	5610
ENSRNOG00000048136	Senp5	205564
ENSRNOG00000010885	Zyg11a	440590
ENSRNOG00000025857	Ms4a5	64232
ENSRNOG00000015306	Slc9a4	389015
ENSRNOG00000021682	Dcakd	79877
ENSRNOG00000050453	AABR07002848.1	126433
ENSRNOG00000019553	Ipo4	79711
ENSRNOG00000000401	Gprc6a	222545
ENSRNOG00000001412	Epo	2056
ENSRNOG00000005890	Serbp1	26135
ENSRNOG00000016670	AABR07028769.1	5305
ENSRNOG00000024953	RGD1559441	83692
ENSRNOG00000011669	Gstcd	79807
ENSRNOG00000018396	Prpf18	8559
ENSRNOG00000016257	Cotl1	23406
ENSRNOG00000054475	AABR07068007.2	79582
ENSRNOG00000019272	Gkap1	80318
ENSRNOG00000004311	Gpr182	11318
ENSRNOG00000014018	St8sia1	6489
ENSRNOG00000053915	Setdb2	51131
ENSRNOG00000002121	Lrrc8d	55144
ENSRNOG00000025590	Arl14epl	644100
ENSRNOG00000050181	LOC100911881	66005
ENSRNOG00000060100	Knl1	57082
ENSRNOG00000012148	Trio	7204
ENSRNOG00000002382	Mfap4	4239
ENSRNOG00000059615	Exoc6b	23233
ENSRNOG00000013443	Tm9sf3	56889
ENSRNOG00000010219	Ralgds	5900
ENSRNOG00000057147	Praf2	11230
ENSRNOG00000031533	Dcaf12l2	340578
ENSRNOG00000060674	RGD1561557	85289
ENSRNOG00000060674	RGD1561557	728318
ENSRNOG00000003947	Ntn1	9423
ENSRNOG00000012164	Plppr2	64748
ENSRNOG00000014866	Pign	23556
ENSRNOG00000020129	Cdh3	1001
ENSRNOG00000061857	Mgst2	4258
ENSRNOG00000007336	Churc1	91612
ENSRNOG00000010528	Rpusd2	27079
ENSRNOG00000007115	Crebl2	1389
ENSRNOG00000033217	Esam	90952
ENSRNOG00000000541	Glo1	2739
ENSRNOG00000060534	RGD1560585	127540
ENSRNOG00000010152	RGD1306233	138162
ENSRNOG00000003430	F9	2158
ENSRNOG00000016727	Akr1a1	10327
ENSRNOG00000037690	Sertad3	29946
ENSRNOG00000019736	Nfs1	9054
ENSRNOG00000038980	Lypd6	130574
ENSRNOG00000024073	Syce1	93426
ENSRNOG00000012303	Apobec2	10930
ENSRNOG00000012153	Rbl2	5934
ENSRNOG00000006403	Nectin1	5818
ENSRNOG00000015980	Dclre1c	64421
ENSRNOG00000007426	Tmem64	169200
ENSRNOG00000051836	Zfp92	139735
ENSRNOG00000031003	Zfp764	92595
ENSRNOG00000031003	Zfp764	65988
ENSRNOG00000028351	Fam71d	161142
ENSRNOG00000012060	Gucy1b1	2983
ENSRNOG00000046735	Olr1090	26538
ENSRNOG00000046735	Olr1090	284433
ENSRNOG00000046735	Olr1090	26539
ENSRNOG00000033617	Krt26	353288
ENSRNOG00000059342	LOC100912958	26692
ENSRNOG00000012778	Magoh	4116
ENSRNOG00000024964	Nufip2	57532
ENSRNOG00000060686	Olr1601	391112
ENSRNOG00000003144	Gprc5c	55890
ENSRNOG00000011789	Cdon	50937
ENSRNOG00000016088	Cdk10	8558
ENSRNOG00000061716	AABR07071278.2	100133251
ENSRNOG00000061716	AABR07071278.2	285311
ENSRNOG00000023794	Mei4	101928601
ENSRNOG00000009799	Dpagt1	1798
ENSRNOG00000057968	LOC100910829	9027
ENSRNOG00000057968	LOC100910829	51471
ENSRNOG00000007942	Fscn3	29999
ENSRNOG00000006122	Igf2bp1	10642
ENSRNOG00000012481	Ppm1j	333926
ENSRNOG00000052687	Megf8	1954
ENSRNOG00000015658	Sorbs1	10580
ENSRNOG00000000969	Cyp3a18	1577
ENSRNOG00000000969	Cyp3a18	1551
ENSRNOG00000000969	Cyp3a18	100861540
ENSRNOG00000000969	Cyp3a18	1576
ENSRNOG00000000969	Cyp3a18	64816
ENSRNOG00000018107	Zfand5	7763
ENSRNOG00000002873	Fam183a	440585
ENSRNOG00000057852	Cacng6	59285
ENSRNOG00000046342	LOC100359503	6234
ENSRNOG00000018357	Olr853	286365
ENSRNOG00000011451	Lrp3	4037
ENSRNOG00000000510	Clps	1208
ENSRNOG00000043324	Upk2	7379
ENSRNOG00000047981	Olr726	403257
ENSRNOG00000043383	LOC100359479	399949
ENSRNOG00000009285	Eipr1	7260
ENSRNOG00000003011	Gadd45gip1	90480
ENSRNOG00000013895	Npdc1	56654
ENSRNOG00000006899	Akap14	158798
ENSRNOG00000015679	Dok4	55715
ENSRNOG00000001333	Azgp1	563
ENSRNOG00000018254	Sncaip	9627
ENSRNOG00000051000	LOC685881	219738
ENSRNOG00000025142	Mex3b	84206
ENSRNOG00000005792	Ankef1	63926
ENSRNOG00000030477	LOC100910814	100132476
ENSRNOG00000030477	LOC100910814	83755
ENSRNOG00000030477	LOC100910814	81871
ENSRNOG00000009819	Vezf1	7716
ENSRNOG00000015325	Pigf	5281
ENSRNOG00000020776	Dhcr7	1717
ENSRNOG00000023814	Rimklb	57494
ENSRNOG00000049451	AABR07048013.1	23480
ENSRNOG00000025523	Armh3	79591
ENSRNOG00000025584	Agap2	116986
ENSRNOG00000008506	Hoxb1	3211
ENSRNOG00000001161	Gatc	283459
ENSRNOG00000046889	Dbi	1622
ENSRNOG00000025460	Tmem71	137835
ENSRNOG00000013479	Stard7	56910
ENSRNOG00000014352	Smim12	113444
ENSRNOG00000010252	Hexa	3073
ENSRNOG00000047639	LOC100912605	219436
ENSRNOG00000051196	AABR07018038.1	143
ENSRNOG00000053238	Olr1340	338662
ENSRNOG00000046863	C1ql2	165257
ENSRNOG00000015906	Tgif1	7050
ENSRNOG00000021182	Sv2a	9900
ENSRNOG00000015143	Siah1	6477
ENSRNOG00000010573	Stra8	346673
ENSRNOG00000015522	Tfap2a	7020
ENSRNOG00000048636	Il2rb	3560
ENSRNOG00000019738	Gpr61	83873
ENSRNOG00000000983	Zfp394	84124
ENSRNOG00000016891	Uimc1	51720
ENSRNOG00000056940	Cited2	10370
ENSRNOG00000003268	Maml1	9794
ENSRNOG00000030910	Grik4	2900
ENSRNOG00000012664	Polr1e	64425
ENSRNOG00000003347	Olr1016	121130
ENSRNOG00000006733	Srgap2	653464
ENSRNOG00000006733	Srgap2	647135
ENSRNOG00000005034	Arhgef25	115557
ENSRNOG00000001844	Klhl42	57542
ENSRNOG00000003244	Ltc4s	4056
ENSRNOG00000017441	Tpm3	7170
ENSRNOG00000034241	Set	646817
ENSRNOG00000031173	Snd1	27044
ENSRNOG00000008939	Nxph1	30010
ENSRNOG00000050681	Olr587	390148
ENSRNOG00000024413	Neurog3	50674
ENSRNOG00000016196	Dlgap1	9229
ENSRNOG00000018207	Dynlt1	6993
ENSRNOG00000029128	Cyp2d5	1564
ENSRNOG00000001602	Ltn1	26046
ENSRNOG00000015749	Nme3	4832
ENSRNOG00000011195	Prkra	8575
ENSRNOG00000021092	Scnm1	79005
ENSRNOG00000021092	Scnm1	100534012
ENSRNOG00000061898	LOC103690375	81309
ENSRNOG00000020778	Chrnb2	1141
ENSRNOG00000015394	Trpv5	56302
ENSRNOG00000032027	Tmem42	131616
ENSRNOG00000027447	Stam2	10254
ENSRNOG00000024929	Nudcd1	84955
ENSRNOG00000032700	Zbtb34	403341
ENSRNOG00000059545	AC114446.1	6137
ENSRNOG00000023064	Catsper2	117155
ENSRNOG00000009069	Tnfaip1	7126
ENSRNOG00000020481	Pafah1b3	5050
ENSRNOG00000023561	Ano2	57101
ENSRNOG00000008508	Acrv1	56
ENSRNOG00000002914	Trmt1	55621
ENSRNOG00000004624	Rnd3	390
ENSRNOG00000018077	Gpat4	137964
ENSRNOG00000032471	Asb3	51130
ENSRNOG00000032471	Asb3	100302652
ENSRNOG00000016298	Lysmd3	116068
ENSRNOG00000032788	Dysf	8291
ENSRNOG00000013135	Ptpn12	5782
ENSRNOG00000046473	NEWGENE_735020	347148
ENSRNOG00000014202	Snx20	124460
ENSRNOG00000004437	Map2k6	5608
ENSRNOG00000008580	Nbn	4683
ENSRNOG00000027039	Mrpl22	29093
ENSRNOG00000006934	Acvr1b	91
ENSRNOG00000005576	Rpia	22934
ENSRNOG00000000653	Nr5a2	2494
ENSRNOG00000059507	Lamc3	10319
ENSRNOG00000010407	Pex5	5830
ENSRNOG00000012818	Ksr1	8844
ENSRNOG00000022593	Pdpr	55066
ENSRNOG00000057817	Epb41l1	2036
ENSRNOG00000053230	Fopnl	123811
ENSRNOG00000006251	Fam83a	84985
ENSRNOG00000002652	Rap1gap2	23108
ENSRNOG00000051309	Olr1202	283162
ENSRNOG00000050262	LOC102547011	653073
ENSRNOG00000050262	LOC102547011	653075
ENSRNOG00000050262	LOC102547011	653125
ENSRNOG00000050262	LOC102547011	101059918
ENSRNOG00000050262	LOC102547011	727909
ENSRNOG00000050262	LOC102547011	728047
ENSRNOG00000050262	LOC102547011	728498
ENSRNOG00000006962	Stk32c	282974
ENSRNOG00000004049	Baiap2	10458
ENSRNOG00000012640	Dpp7	29952
ENSRNOG00000000264	Def8	54849
ENSRNOG00000016623	Tmeff2	23671
ENSRNOG00000017084	Hsd11b2	3291
ENSRNOG00000017023	Tcf25	22980
ENSRNOG00000003928	Tmco1	54499
ENSRNOG00000017956	Golga7	51125
ENSRNOG00000016753	Slc14a1	6563
ENSRNOG00000061890	Ust5r	114571
ENSRNOG00000008825	Ssrp1	6749
ENSRNOG00000011203	Farp1	10160
ENSRNOG00000049964	Gsto2	119391
ENSRNOG00000046447	LOC100911485	9927
ENSRNOG00000011932	Snrpa1	6627
ENSRNOG00000006469	Cdk2	1017
ENSRNOG00000011073	Htt	3064
ENSRNOG00000006858	Pyurf	100996939
ENSRNOG00000009779	Krt8	3856
ENSRNOG00000020383	Dapk3	1613
ENSRNOG00000016612	Trim36	55521
ENSRNOG00000054721	Vom1r75	317705
ENSRNOG00000061230	L1cam	3897
ENSRNOG00000017194	Prdx1	5052
ENSRNOG00000005857	Lrrc3b	116135
ENSRNOG00000003305	Cxcr3	2833
ENSRNOG00000054901	Rif1	55183
ENSRNOG00000049203	LOC103690024	5830
ENSRNOG00000011964	Abcd4	5826
ENSRNOG00000033722	Rnf207	388591
ENSRNOG00000004346	Notch3	4854
ENSRNOG00000029966	Xrcc4	7518
ENSRNOG00000031185	Tas2r106	50839
ENSRNOG00000051006	Ufsp1	402682
ENSRNOG00000024093	Dmrta1	63951
ENSRNOG00000002713	Zfp672	79894
ENSRNOG00000011413	Scp2	127435
ENSRNOG00000016278	Ccl17	6361
ENSRNOG00000056946	Scaf1	58506
ENSRNOG00000000246	Amz2	51321
ENSRNOG00000001010	Tecpr1	25851
ENSRNOG00000006637	Olr720	403253
ENSRNOG00000011929	Abcd3	5825
ENSRNOG00000009756	Pacsin2	11252
ENSRNOG00000017608	C2cd3	26005
ENSRNOG00000060343	Asz1	136991
ENSRNOG00000050500	Tob2	10766
ENSRNOG00000010849	Adprhl2	54936
ENSRNOG00000006151	Reg3b	5968
ENSRNOG00000009552	Serinc3	10955
ENSRNOG00000021072	Olr326	219982
ENSRNOG00000058841	Bag5l1	9529
ENSRNOG00000012227	Stambp	10617
ENSRNOG00000005578	Zbtb44	29068
ENSRNOG00000009360	Sh3bp1	23616
ENSRNOG00000042318	Pglyrp2	114770
ENSRNOG00000047565	Echs1	1892
ENSRNOG00000003160	RragB	10325
ENSRNOG00000016987	Pstpip2	9050
ENSRNOG00000002361	Prkg2	5593
ENSRNOG00000052795	Itpr3	3710
ENSRNOG00000038720	Cdkl1	8814
ENSRNOG00000000164	Lamp2	3920
ENSRNOG00000008714	Svs1	26
ENSRNOG00000021202	Rtn3	10313
ENSRNOG00000015720	Polr2c	5432
ENSRNOG00000020369	Igf2	3481
ENSRNOG00000058653	Tmem52b	120939
ENSRNOG00000048823	AABR07007146.1	8824
ENSRNOG00000020731	Ppfia3	8541
ENSRNOG00000043481	Olr1750	26716
ENSRNOG00000043481	Olr1750	7932
ENSRNOG00000033361	Slc39a5	283375
ENSRNOG00000011946	Ptn	5764
ENSRNOG00000008234	Lrrc61	65999
ENSRNOG00000026981	Zfp282	8427
ENSRNOG00000011353	Gfi1b	8328
ENSRNOG00000014568	Ndufb10	4716
ENSRNOG00000004364	Babam2	9577
ENSRNOG00000056413	Spata31d3	389762
ENSRNOG00000056413	Spata31d3	389761
ENSRNOG00000056413	Spata31d3	389763
ENSRNOG00000014182	Tns1	7145
ENSRNOG00000024085	Tmem237	65062
ENSRNOG00000014041	Cep78	84131
ENSRNOG00000008586	Aldh1l2	160428
ENSRNOG00000012111	Poli	11201
ENSRNOG00000033133	Nae1	8883
ENSRNOG00000047901	Acp7	390928
ENSRNOG00000047651	LOC103690160	22941
ENSRNOG00000016190	Coq9	57017
ENSRNOG00000009205	Lmo4	8543
ENSRNOG00000052769	AABR07041586.2	127540
ENSRNOG00000046051	LOC103689999	51097
ENSRNOG00000036674	Cd7	924
ENSRNOG00000017294	Zranb1	54764
ENSRNOG00000004332	Egfr	1956
ENSRNOG00000037307	Spata22	84690
ENSRNOG00000045702	Olr686	81309
ENSRNOG00000017397	Upf3a	65110
ENSRNOG00000022407	AABR07008293.1	2512
ENSRNOG00000037204	Lyrm9	201229
ENSRNOG00000032706	Kcnk18	338567
ENSRNOG00000009075	Trim13	10206
ENSRNOG00000054334	Abhd10	55347
ENSRNOG00000046330	AABR07029581.1	55819
ENSRNOG00000015671	Tectb	6975
ENSRNOG00000048986	D430019H16Rik	56967
ENSRNOG00000020617	Mus81	80198
ENSRNOG00000016015	Dcp1a	55802
ENSRNOG00000020873	Nphs1	4868
ENSRNOG00000013027	Rgl3	57139
ENSRNOG00000011844	Ints12	57117
ENSRNOG00000016733	Rab13	5872
ENSRNOG00000010240	Tent5a	55603
ENSRNOG00000011016	Slc7a2	6542
ENSRNOG00000012751	Tm9sf2	9375
